Title,Authors,Genre,Price,Rating,Description,Image
A History of New York from the Beginning of the World to the End of the Dutch Dynasty. By: Washington Irving and By: Diedrich Knickerbocker,"Washington Irving, Diedrich Knickerbocker",,,,"Diedrich Knickerbocker, persona invented by American writer Washington Irving to narrate the burlesque A History of New York (1809). An eccentric 25-year-old scholar, Knickerbocker relates this comic history of Dutch settlers in the American colony of New Amsterdam, satirizing Dutch-American mannerisms and retelling Dutch legends. Knickerbocker also narrates Irving's story Rip Van Winkle. The word Knickerbocker became synonymous with Dutch Americans in New York state and, later, with all residents of the state. The word also came to describe the knee breeches that characters wore in the original illustrated text of A History of New York............ Washington Irving (April 3, 1783 - November 28, 1859) was an American short story writer, essayist, biographer, historian, and diplomat of the early 19th century. He is best known for his short stories ""Rip Van Winkle"" (1819) and ""The Legend of Sleepy Hollow"" (1820), both of which appear in his collection, The Sketch Book of Geoffrey Crayon, Gent. His historical works include biographies of Oliver Goldsmith, Muhammad, and George Washington, as well as several histories of 15th-century Spain dealing with subjects such as Alhambra, Christopher Columbus, and the Moors. Irving served as the U.S. ambassador to Spain from 1842 to 1846. He made his literary debut in 1802 with a series of observational letters to the Morning Chronicle, written under the pseudonym Jonathan Oldstyle. After moving to England for the family business in 1815, he achieved international fame with the publication of The Sketch Book of Geoffrey Crayon, Gent., serialized from 1819-20. He continued to publish regularly-and almost always successfully-throughout his life, and just eight months before his death (at age 76, in Tarrytown, New York), completed a five-volume biography of George Washington. Irving, along with James Fenimore Cooper, was among the first American writers to earn acclaim in Europe, and Irving encouraged American authors such as Nathaniel Hawthorne, Henry Wadsworth Longfellow, Herman Melville, and Edgar Allan Poe. Irving was also admired by some European writers, including Lord Byron, Thomas Campbell, Charles Dickens, Francis Jeffrey, and Walter Scott. Also, as the United States' first internationally best-selling author, Irving advocated for writing as a legitimate profession and argued for stronger laws to protect American writers from copyright infringement. Washington Irving's parents were William Irving, Sr., originally of Quholm, Shapinsay, Orkney, Scotland, and Sarah (nee Sanders), both Scottish-English immigrants. They married in 1761 while William was serving as a petty officer in the British Navy. They had eleven children, eight of whom survived to adulthood. Their first two sons, each named William, died in infancy, as did their fourth child, John. Their surviving children were: William, Jr. (1766), Ann (1770), Peter (1771), Catherine (1774), Ebenezer (1776), John Treat (1778), Sarah (1780), and Washington.The Irving family settled in Manhattan, New York and was part of the city's small, vibrant merchant class when Washington Irving was born on April 3, 1783, the same week New York City residents learned of the British ceasefire that ended the American Revolution; Irving's mother named him after the hero of the revolution, George Washington.At age 6, with the help of a nanny, Irving met his namesake, who was then living in New York after his inauguration as President of the United States, in 1789. The president blessed young Irving, an encounter Irving later commemorated in a small watercolor painting, which continues to hang in his home.The Irvings lived at 131 William Street at the time of Washington Irving's birth. The family later moved across the street to 128 William St. Several of Washington Irving's older brothers became active New York merchants, and they encouraged their younger brother's literary aspirations....",http://books.google.com/books/content?id=Yo3YswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Making History,Edward Palmer Thompson,History,,,A collection of twenty historical and review essays published over a period of thirty years covers topics ranging from Mary Wollstonecraft to the British family,http://books.google.com/books/content?id=NMRyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A History of Modern France,Jeremy D. Popkin,France,,,This book offers a framework to understand modern French history through a survey of the dramatic events that have punctuated its history from the eighteenth century to the present day. It is the ideal introduction to the history of modern France for students of this fascinating country.,http://books.google.com/books/content?id=e4beygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Chinese and Americans,Guoqi Xu,History,,,"Using culture rather than politics or economics as a reference point, Xu Guoqi highlights significant yet neglected cultural exchanges in which China and America have contributed to each other’s national development, building the foundation of what Zhou Enlai called a relationship of “equality and mutual benefit.”",http://books.google.com/books/content?id=jCh9BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Transactions of the American Society for Steel Treating,American Society for Steel Treating,Metallurgy,,,,http://books.google.com/books/content?id=5E5LAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Engineering Society of Detroit v. City of Detroit, 308 MICH 539 (1944)",,,,,63,http://books.google.com/books/content?id=aYVLvUF22voC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Texas Legislators News Digest,,Libraries,,,"""Directory and statistics"" (called -1954 ""Directory of Texas libraries"") issued as Apr. number, 1954-58 (Apr. 1954 as Special ed.)",http://books.google.com/books/content?id=8ILPTq89Tk0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Columbia Alumni News,,,,,,http://books.google.com/books/content?id=LfL7FkdgD3gC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Johns Hopkins University circular,,,,,,http://books.google.com/books/content?id=J3M84wSwdEoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Geographical Magazine,Sir Clements Robert Markham,Geography,,,,http://books.google.com/books/content?id=LY7pAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The General Catalogue Issue,University of North Carolina (1793-1962),College catalogs,,,,http://books.google.com/books/content?id=TM1haUB2b9QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
California Public Education,Janice Lowen Agee,Education,,,"This document examines the accomplishments of California's educational reform movement (1983-1993) in the context of the five major recommendations outlined in the 1983 report, ""A Nation at Risk."" A more comprehensive view of the state's systemic reforms is also provided. The five goals included the following: (1) strengthen graduation requirements and provide a stronger curriculum; (2) adopt more rigorous and measurable standards and expectations; (3) devote more time to study the core curriculum; (4) enhance staff development and the teaching profession; and (5) provide effective leadership and adequate resources. Although school productivity is difficult to quantify, data indicate that progress is occurring for all categories of students. California has also been challenged by 100,000 new students that have entered schools annually since 1983, an increase in the number of limited-English speaking and economically disadvantaged students, and declines in funding. Twelve figures are included. (LMI)",http://books.google.com/books/content?id=-YiI1tcvMVsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annual Report of the University of Mysore,University of Mysore,Universities and colleges,,,,http://books.google.com/books/content?id=T_s73hfdXQkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Sind University Journal of Education,University of Sind. Institute of Education and Research,Education,,,,http://books.google.com/books/content?id=AlnIqIqDl2cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Public Accounts of the Province of Alberta for the Year Ending,Alberta. Treasury Department,"Finance, Public",,,,http://books.google.com/books/content?id=7nR6m9IlTNQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Journal of the National Institute of Social Sciences,National Institute of Social Sciences,Social sciences,,,"List of members in v. 2-4, 6-7, 9.",http://books.google.com/books/content?id=RBzIAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annals of the New York Academy of Sciences,New York Academy of Sciences,Science,,,Records of meetings 1808-1916 in v. 11-27.,http://books.google.com/books/content?id=ZG4bAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Monographic Series,Library of Congress,Monographic series,,,,http://books.google.com/books/content?id=fBiLbJ2DQdwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Catalogue of Economic and Social Projects of the United Nations and the Specialized Agencies,United Nations,Economics,,,,http://books.google.com/books/content?id=-lgFxRa8kewC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Manuscrito,,Philosophy,,,,http://books.google.com/books/content?id=3uJCDenPfPkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
